Plug.ID.Number,Dry.weight,Wet.weight_time0,tank,position,Reef,Species,Colony,Notes_fragging,Temperature,Buoyant_weight_t0,Date_t0,Notes_t0,Buoyant_weight_t0_additional,Date_t0_additional,Notes_t0_additional,Buoyant_weight_t1,Date_t1,Notes_t1,Buoyant_weight_t1_additional,Date_t_1_additional,Notes_t_1_additional,Buoyant_weight_t2,Date_t2,Notes_t2,Buoyant_weight_t2_additional,Date_t2_additional,Notes_t2_additional,Buoyant_weight_t3,Date_t3,Notes_t3,Buoyant_weight_t3_additional,Date_t_3_additional,Notes_t_3_additional,,Buoyant_weight_t4,Date_t4,Notes_t4,Buoyant_weight_t4_additional,Date_t4_additional,Notes_t4_additional,Buoyant_weight_t5,Date_t5,Notes_t5
486,19.0195,NA,28°C/2,13,No Name Reef,Acropora hyacinthus,7,,28,17.2515,5/05/2021,,,,,17.7372,19/05/2021,,,,,,,,,,,18.2502,1/06/2021,,,,,,18.6778,15/06/2021,,19.0434,29/06/2021,,,,
598,18.4073,NA,28°C/2,14,Kelso,Acropora tenuis,2,,28,13.612,5/05/2021,,,,,13.922,19/05/2021,,,,,,,,,,,14.2472,1/06/2021,,,,,,14.4642,15/06/2021,,14.5697,29/06/2021,,,,
196,19.6202,NA,28°C/2,15,Kelso,Acropora hyacinthus,10,,28,15.4063,5/05/2021,,,,,15.8361,19/05/2021,,,,,,,,,,,16.199,1/06/2021,,,,,,16.6371,15/06/2021,,16.9948,29/06/2021,,,,
433,18.5444,NA,28°C/2,16,No Name Reef,Pocillopora verrucosa,5,,28,19.6656,5/05/2021,,,,,20.0747,19/05/2021,,,,,,,,,,,20.7292,1/06/2021,,,,,,21.5362,15/06/2021,,22.4185,29/06/2021,,,,
210,19.7216,NA,28°C/2,17,Kelso,Acropora tenuis,7,,28,15.0262,5/05/2021,,,,,15.4881,19/05/2021,,,,,,,,,,,15.6269,1/06/2021,,15.6267,7/06/2021,Sampled due to tissue necrosis on tips,,,,,NA,29/06/2021,,,,
298,18.5337,NA,28°C/2,18,Kelso,Stylophora pistillata,13,,28,16.0804,5/05/2021,,,,,16.2043,19/05/2021,,,,,,,,,,,16.2608,1/06/2021,,,,,,16.2818,15/06/2021,,16.3192,29/06/2021,,,,
491,18.7761,,28°C/3,0,,,,,28,10.3425,6/05/2021,,,,,10.4093,19/05/2021,,,,,,,,,,,10.448,1/06/2021,,,,,,10.4619,15/06/2021,,10.4633,29/06/2021,,,,
51,20.1677,NA,28°C/3,1,Kelso,Pocillopora verrucosa,6,,28,26.9287,6/05/2021,,,,,27.4101,19/05/2021,,,,,,,,,,,28.076,1/06/2021,,,,,,28.8249,15/06/2021,,29.7915,29/06/2021,,,,
405,19.1369,NA,28°C/3,2,No Name Reef,Acropora hyacinthus,11,,28,14.1693,6/05/2021,,,,,14.4914,19/05/2021,,,,,,,,,,,14.5939,1/06/2021,,,,,,14.6697,15/06/2021,,14.8071,29/06/2021,,,,
21,17.9603,NA,28°C/3,3,Kelso,Acropora hyacinthus,14,,28,20.5123,6/05/2021,,,,,20.6857,19/05/2021,,,,,,,,,,,20.9705,1/06/2021,,,,,,21.268,15/06/2021,,21.6536,29/06/2021,,,,
183,18.2649,NA,28°C/3,4,Kelso,Stylophora pistillata,3,,28,19.689,6/05/2021,,,,,20.2814,19/05/2021,,,,,,,,,,,20.9732,1/06/2021,,,,,,21.5687,15/06/2021,,22.139,29/06/2021,,,,
279,17.8607,NA,28°C/3,5,Kelso,Acropora hyacinthus,1,,28,15.3368,6/05/2021,,,,,15.75,19/05/2021,,,,,,,,,,,16.0868,1/06/2021,,,,,,16.4018,15/06/2021,,16.7788,29/06/2021,,,,
535,20.4258,NA,28°C/3,6,No Name Reef,Pocillopora verrucosa,3,,28,25.0889,6/05/2021,,,,,25.5681,19/05/2021,,,,,,,,,,,26.1863,1/06/2021,,,,,,26.9606,15/06/2021,,27.8536,29/06/2021,,,,
301,19.0552,NA,28°C/3,7,Kelso,Acropora tenuis,11,,28,17.8702,6/05/2021,,,,,18.2841,19/05/2021,,,,,,,,,,,18.6624,1/06/2021,,,,,,19.121,15/06/2021,,19.6728,29/06/2021,,,,
452,19.3041,NA,28°C/3,8,No Name Reef,Acropora hyacinthus,8,,28,19.6412,6/05/2021,,,,,20.2809,19/05/2021,,,,,,,,,,,20.9272,1/06/2021,,,,,,21.5154,15/06/2021,,22.2276,29/06/2021,,,,
18,19.3649,NA,28°C/3,9,Kelso,Acropora tenuis,5,,28,14.5264,6/05/2021,,,,,14.7612,19/05/2021,,,,,,,,,,,14.8743,1/06/2021,,14.8769,11/06/2021,Sampled due to tissue necrosis and sloughing,,,,,NA,29/06/2021,,,,
101,18.932,NA,28°C/3,10,Kelso,Acropora tenuis,6,,28,17.4481,6/05/2021,,,,,17.8194,19/05/2021,,,,,,,,,,,18.0615,1/06/2021,,,,,,18.2331,15/06/2021,,18.3947,29/06/2021,,,,
381,19.3041,NA,28°C/3,11,No Name Reef,Pocillopora verrucosa,1,,28,23.1255,6/05/2021,,,,,23.5467,19/05/2021,,,,,,,,,,,23.9946,1/06/2021,,,,,,24.5198,15/06/2021,,25.3381,29/06/2021,,,,
230,20.4576,NA,28°C/3,12,Kelso,Pocillopora verrucosa,9,,28,19.2978,6/05/2021,,,,,19.5371,19/05/2021,,,,,,,,,,,19.7612,1/06/2021,,,,,,20.0374,15/06/2021,,20.4275,29/06/2021,,,,
523,18.401,NA,28°C/3,13,No Name Reef,Acropora hyacinthus,6,,28,13.4949,6/05/2021,,,,,13.8582,19/05/2021,,,,,,,,,,,14.2316,1/06/2021,,,,,,14.4479,15/06/2021,,14.8175,29/06/2021,,,,
238,19.6117,NA,28°C/3,14,Kelso,Stylophora pistillata,5,,28,26.2647,6/05/2021,,,,,26.8207,19/05/2021,,,,,,,,,,,27.5242,1/06/2021,,,,,,28.4422,15/06/2021,,29.6531,29/06/2021,,,,
154,18.0384,NA,28°C/3,15,Kelso,Pocillopora verrucosa,4,,28,21.6883,6/05/2021,,,,,22.0278,19/05/2021,,,,,,,,,,,22.4179,1/06/2021,,,,,,22.7849,15/06/2021,,23.3281,29/06/2021,,,,
47,20.1658,NA,28°C/3,16,Kelso,Acropora hyacinthus,11,,28,17.399,6/05/2021,,,,,17.9391,19/05/2021,,,,,,,,,,,18.5254,1/06/2021,,,,,,18.9539,15/06/2021,,19.1878,29/06/2021,,,,
169,18.868,NA,28°C/3,17,Kelso,Stylophora pistillata,7,,28,22.3875,6/05/2021,,,,,22.7508,19/05/2021,,,,,,,,,,,23.2453,1/06/2021,,,,,,23.7016,15/06/2021,,24.2351,29/06/2021,,,,
425,19.5285,NA,28°C/3,18,No Name Reef,Pocillopora verrucosa,6,,28,25.2188,6/05/2021,,,,,26.0502,19/05/2021,,,,,,,,,,,27.237,1/06/2021,,,,,,28.4559,15/06/2021,,30.0522,29/06/2021,,,,
492,17.9618,,29°C/1,0,,,,,29,9.8704,6/05/2021,,,,,9.9948,19/05/2021,,,,,,,,,,,10.0152,2/06/2021,,,,,,10.05,15/06/2021,,10.0163,29/06/2021,,,,
321,19.9042,NA,29°C/1,1,Kelso,Stylophora pistillata,9,,29,19.1655,6/05/2021,,,,,19.6037,19/05/2021,,,,,,,,,,,20.2462,2/06/2021,,,,,,20.9098,15/06/2021,,21.5458,29/06/2021,,,,
100,20.4355,NA,29°C/1,2,Kelso,Pocillopora verrucosa,13,,29,21.7165,6/05/2021,,,,,22.342,19/05/2021,,,,,,,,,,,23.2325,2/06/2021,,,,,,23.9218,15/06/2021,,24.8287,29/06/2021,,,,
119,19.3328,NA,29°C/1,3,Kelso,Stylophora pistillata,2,,29,20.9478,6/05/2021,,,,,21.5339,19/05/2021,,,,,,,,,,,22.3039,2/06/2021,,,,,,22.9337,15/06/2021,,23.5042,29/06/2021,,,,
221,18.6752,NA,29°C/1,4,Kelso,Pocillopora verrucosa,9,,29,19.0117,6/05/2021,,,,,19.3913,19/05/2021,,,,,,,,,,,19.9119,2/06/2021,,,,,,20.4299,15/06/2021,,21.0331,29/06/2021,,,,
489,19.4129,NA,29°C/1,5,No Name Reef,Acropora hyacinthus,7,,29,15.3511,6/05/2021,,,,,15.8332,19/05/2021,,,,,,,,,,,16.3232,2/06/2021,,,,,,16.734,15/06/2021,,17.2136,29/06/2021,,,,
467,18.6181,NA,29°C/1,6,No Name Reef,Acropora hyacinthus,4,,29,14.6151,6/05/2021,,,,,14.9477,19/05/2021,,,,,,,,,,,15.0941,2/06/2021,,,,,,15.1363,15/06/2021,,15.1584,29/06/2021,,,,
353,19.274,NA,29°C/1,7,Kelso,Acropora hyacinthus,5,,29,19.944,6/05/2021,,,,,20.7124,19/05/2021,,,,,,,,,,,21.5057,2/06/2021,,,,,,22.2945,15/06/2021,,22.9181,29/06/2021,,,,
388,19.7012,NA,29°C/1,8,No Name Reef,Pocillopora verrucosa,1,,29,23.4569,6/05/2021,,,,,23.9918,19/05/2021,,,,,,,,,,,24.6389,2/06/2021,,,,,,25.356,15/06/2021,,26.579,29/06/2021,,,,
175,20.1554,NA,29°C/1,9,Kelso,Acropora hyacinthus,2,,29,18.6783,6/05/2021,,,,,19.2422,19/05/2021,,,,,,,,,,,19.7872,2/06/2021,,,,,,20.1401,15/06/2021,,20.4748,29/06/2021,,,,
61,20.0724,NA,29°C/1,10,Kelso,Acropora tenuis,13,,29,17.3243,6/05/2021,,,,,17.4594,19/05/2021,,,,,,,,,,,17.4559,2/06/2021,,,,,,17.4572,15/06/2021,,17.4644,29/06/2021,,,,
420,19.5123,NA,29°C/1,11,No Name Reef,Acropora hyacinthus,12,,29,16.3526,6/05/2021,,,,,17.1551,19/05/2021,,,,,,,,,,,17.9631,2/06/2021,,,,,,18.7233,15/06/2021,,19.5525,29/06/2021,,,,
345,19.3254,NA,29°C/1,12,Kelso,Acropora tenuis,1,,29,17.2011,6/05/2021,,,,,17.4636,19/05/2021,,,,,,,,,,,17.734,2/06/2021,,,,,,17.9068,15/06/2021,,18.0547,29/06/2021,,,,
539,18.7473,NA,29°C/1,13,No Name Reef,Pocillopora verrucosa,3,,29,28.8815,6/05/2021,,,,,29.5812,19/05/2021,,,,,,,,,,,30.7334,2/06/2021,,,,,,31.952,15/06/2021,,33.4646,29/06/2021,,,,
429,18.5959,NA,29°C/1,14,No Name Reef,Pocillopora verrucosa,6,,29,17.1571,6/05/2021,,,,,17.8993,19/05/2021,,,,,,,,,,,18.916,2/06/2021,,,,,,19.9915,15/06/2021,,21.359,29/06/2021,,,,
104,19.6103,NA,29°C/1,15,Kelso,Acropora tenuis,6,,29,16.9755,6/05/2021,,,,,17.3806,19/05/2021,,,,,,,,,,,17.8525,2/06/2021,,,,,,18.2515,15/06/2021,,18.5757,29/06/2021,,,,
181,19.2783,NA,29°C/1,16,Kelso,Stylophora pistillata,3,,29,21.4666,6/05/2021,,,,,22.1092,19/05/2021,,,,,,,,,,,23.1393,2/06/2021,,,,,,24.132,15/06/2021,,25.1766,29/06/2021,,,,
48,18.9193,NA,29°C/1,17,Kelso,Acropora hyacinthus,11,,29,16.329,6/05/2021,,,,,16.912,19/05/2021,,,,,,,,,,,17.4589,2/06/2021,,,,,,17.8216,15/06/2021,,18.0933,29/06/2021,,,,
152,19.4256,NA,29°C/1,18,Kelso,Pocillopora verrucosa,4,,29,24.7835,6/05/2021,,,,,25.488,19/05/2021,,,,,,,,,,,26.5917,2/06/2021,,,,,,27.619,15/06/2021,,28.7984,29/06/2021,,,,
493,18.8089,,29°C/2,0,,,,,29,10.4158,6/05/2021,,,,,10.4848,19/05/2021,,,,,,,,,,,10.5384,2/06/2021,,,,,,10.5532,15/06/2021,,10.5583,29/06/2021,,,,
450,18.9272,NA,29°C/2,1,No Name Reef,Acropora hyacinthus,10,,29,15.8132,6/05/2021,,,,,16.341,19/05/2021,,,,,,,,,,,16.6808,2/06/2021,,,,,,16.8326,15/06/2021,,16.8886,29/06/2021,,,,
564,10.0252,NA,29°C/2,2,Kelso,Acropora tenuis,8,,29,17.2483,6/05/2021,,,,,17.6757,19/05/2021,,,,,,,,,,,17.921,2/06/2021,,,,,,17.9911,15/06/2021,,18.0628,29/06/2021,,,,
311,18.679,NA,29°C/2,3,Kelso,Acropora hyacinthus,6,,29,17.5664,6/05/2021,,,,,18.0695,19/05/2021,,,,,,,,,,,18.6399,2/06/2021,,,,,,19.1926,15/06/2021,,19.7273,29/06/2021,,,,
603,18.4713,NA,29°C/2,4,No Name Reef,Pocillopora verrucosa,14,,29,20.1406,6/05/2021,,,,,20.4549,19/05/2021,,,,,,,,,,,20.6773,2/06/2021,,,,,,20.7726,15/06/2021,,20.8344,29/06/2021,,,,
299,19.1259,NA,29°C/2,5,Kelso,Stylophora pistillata,13,,29,19.5894,6/05/2021,,,,,19.6973,19/05/2021,,,,,,,,,,,19.7772,2/06/2021,,,,,,19.8246,15/06/2021,,18.8507,29/06/2021,,,,
546,18.3283,NA,29°C/2,6,No Name Reef,Pocillopora verrucosa,2,,29,17.2747,6/05/2021,,,,,17.6238,19/05/2021,,,,,,,,,,,18.1008,2/06/2021,,,,,,18.5188,15/06/2021,,19.8603,29/06/2021,,,,
290,18.8893,NA,29°C/2,7,Kelso,Pocillopora verrucosa,10,,29,22.419,6/05/2021,,,,,23.1022,19/05/2021,,,,,,,,,,,24.3614,2/06/2021,,,,,,25.7008,15/06/2021,,27.2914,29/06/2021,,,,
393,19.7683,NA,29°C/2,8,No Name Reef,Acropora hyacinthus,13,inner branches,29,18.6241,6/05/2021,,,,,19.1988,19/05/2021,,,,,,,,,,,19.8241,2/06/2021,,,,,,20.3664,15/06/2021,,23.4301,29/06/2021,,,,
509,18.7233,NA,29°C/2,9,No Name Reef,Pocillopora verrucosa,12,,29,19.1832,6/05/2021,,,,,19.4685,19/05/2021,,,,,,,,,,,19.708,2/06/2021,,,,,,19.9218,15/06/2021,,20.1047,29/06/2021,,,,
20,18.9483,NA,29°C/2,10,Kelso,Acropora hyacinthus,14,,29,15.4099,6/05/2021,,,,,15.825,19/05/2021,,,,,,,,,,,16.1695,2/06/2021,,,,,,16.6219,15/06/2021,,17.1964,29/06/2021,,,,
219,19.2738,NA,29°C/2,11,Kelso,Pocillopora verrucosa,12,,29,22.1048,6/05/2021,,,,,22.3,19/05/2021,,,,,,,,,,,22.5787,2/06/2021,,,,,,22.9614,15/06/2021,,20.9984,29/06/2021,,,,
143,18.5894,NA,29°C/2,12,Kelso,Pocillopora verrucosa,8,,29,23.0823,6/05/2021,,,,,23.3796,19/05/2021,,,,,,,,,,,23.7386,2/06/2021,,,,,,24.1202,15/06/2021,,24.6384,29/06/2021,,,,
518,18.7646,NA,29°C/2,13,No Name Reef,Acropora hyacinthus,9,,29,14.0644,6/05/2021,,,,,14.7134,19/05/2021,,,,,,,,,,,15.4552,2/06/2021,,,,,,16.0974,15/06/2021,,16.6713,29/06/2021,,,,
331,18.8934,NA,29°C/2,14,Kelso,Acropora tenuis,4,,29,14.6971,6/05/2021,,,,,15.1242,19/05/2021,,,,,,,,,,,15.3716,2/06/2021,,,,,,15.4196,15/06/2021,Sampled due to bleaching and algae,NA,,,,,
597,18.785,NA,29°C/2,15,Kelso,Acropora tenuis,2,,29,15.6648,6/05/2021,,,,,16.0372,19/05/2021,,,,,,,,,,,16.4704,2/06/2021,,,,,,16.8643,15/06/2021,,17.202,29/06/2021,,,,
277,19.3033,NA,29°C/2,16,Kelso,Acropora hyacinthus,1,,29,16.707,6/05/2021,,,,,17.1078,19/05/2021,,,,,,,,,,,17.4597,2/06/2021,,,,,,17.803,15/06/2021,,18.2055,29/06/2021,,,,
362,17.9971,NA,29°C/2,17,Kelso,Stylophora pistillata,4,,29,15.6363,6/05/2021,,,,,16.222,19/05/2021,,,,,,,,,,,17.0939,2/06/2021,,,,,,17.9967,15/06/2021,,18.9532,29/06/2021,,,,
625,18.3524,NA,29°C/2,18,Kelso,Stylophora pistillata,1,,29,18.9482,6/05/2021,,,,,19.2949,19/05/2021,,,,,,,,,,,19.7148,2/06/2021,,,,,,20.2542,15/06/2021,,20.8601,29/06/2021,,,,
494,19.2762,,29°C/3,0,,,,,29,10.664,6/05/2021,,,,,10.7323,19/05/2021,,,,,,,,,,,10.7661,2/06/2021,,,,,,10.8044,15/06/2021,,10.8053,29/06/2021,,,,
267,19.2044,NA,29°C/3,1,Kelso,Acropora hyacinthus,15,,29,17.2205,6/05/2021,,,,,17.4239,19/05/2021,,,,,,,,,,,17.6822,2/06/2021,,,,,,17.8266,15/06/2021,,17.9479,29/06/2021,,,,
521,18.829,NA,29°C/3,2,No Name Reef,Acropora hyacinthus,6,,29,22.1466,6/05/2021,,,,,22.6509,19/05/2021,,,,,,,,,,,23.2475,2/06/2021,,,,,,23.6509,15/06/2021,,23.8787,29/06/2021,,,,
121,19.8608,NA,29°C/3,3,Kelso,Acropora hyacinthus,7,,29,19.9644,6/05/2021,,,,,20.1203,19/05/2021,,,,,,,,,,,20.3543,2/06/2021,,,,,,20.607,15/06/2021,,20.8609,29/06/2021,,,,
453,19.416,NA,29°C/3,4,No Name Reef,Acropora hyacinthus,8,,29,19.5614,6/05/2021,,,,,20.1984,19/05/2021,,,,,,,,,,,20.9458,2/06/2021,,,,,,21.5292,15/06/2021,,21.9936,29/06/2021,,,,
435,20.2709,NA,29°C/3,5,No Name Reef,Pocillopora verrucosa,5,,29,27.1638,6/05/2021,,,,,27.4634,19/05/2021,,,,,,,,,,,28.0495,2/06/2021,,,,,,28.7891,15/06/2021,,29.4058,29/06/2021,,,,
164,18.4082,NA,29°C/3,6,Kelso,Stylophora pistillata,7,,29,25.835,6/05/2021,,,,,26.2034,19/05/2021,,,,,,,,,,,26.723,2/06/2021,,,,,,27.1306,15/06/2021,,27.3558,29/06/2021,,,,
54,18.7649,NA,29°C/3,7,Kelso,Pocillopora verrucosa,6,,29,28.0595,6/05/2021,,,,,28.4252,19/05/2021,,,,,,,,,,,29.0988,2/06/2021,,,,,,29.818,15/06/2021,,30.4188,29/06/2021,,,,
86,18.8714,NA,29°C/3,8,Kelso,Pocillopora verrucosa,5,,29,26.5707,6/05/2021,,,,,26.7447,19/05/2021,,,,,,,,,,,27.0919,2/06/2021,,,,,,27.525,15/06/2021,,27.8696,29/06/2021,,,,
10,20.3811,NA,29°C/3,9,Kelso,Acropora tenuis,5,,29,15.5838,6/05/2021,,,,,15.9463,19/05/2021,,,,,,,,,,,16.1617,2/06/2021,,16.2032,11/06/2021,Sampled due to tissue necrosis on tips,,,,,NA,,,,,
474,18.6173,NA,29°C/3,10,No Name Reef,Pocillopora verrucosa,10,,29,23.0467,6/05/2021,,,,,23.4096,19/05/2021,,,,,,,,,,,23.8791,2/06/2021,,,,,,24.163,15/06/2021,,24.6053,29/06/2021,,,,
374,19.6383,NA,29°C/3,11,No Name Reef,Pocillopora verrucosa,11,,29,19.6329,6/05/2021,,,,,19.8361,19/05/2021,,,,,,,,,,,20.0217,2/06/2021,,,,,,20.1248,15/06/2021,,20.2302,29/06/2021,,,,
408,18.6479,NA,29°C/3,12,No Name Reef,Acropora hyacinthus,11,inner branches,29,18.3173,6/05/2021,,,,,18.7912,19/05/2021,,,,,,,,,,,19.1253,2/06/2021,,,,,,19.3187,15/06/2021,,19.5335,29/06/2021,,,,
31,19.6152,NA,29°C/3,13,Kelso,Stylophora pistillata,8,,29,24.7655,6/05/2021,,,,,25.2093,19/05/2021,,,,,,,,,,,25.7351,2/06/2021,,,,,,26.2194,15/06/2021,,26.6577,29/06/2021,,,,
309,18.1083,NA,29°C/3,14,Kelso,Acropora tenuis,11,,29,17.4308,6/05/2021,,,,,17.7305,19/05/2021,,,,,,,,,,,18.0278,2/06/2021,,,,,,18.3043,15/06/2021,,18.5455,29/06/2021,,,,
235,19.4048,NA,29°C/3,15,Kelso,Stylophora pistillata,5,,29,22.776,6/05/2021,,,,,23.0686,19/05/2021,,,,,,,,,,,23.4543,2/06/2021,,,,,,23.8987,15/06/2021,,24.4184,29/06/2021,,,,
205,18.2596,NA,29°C/3,16,Kelso,Acropora tenuis,7,,29,14.389,6/05/2021,,,,,14.7962,19/05/2021,,,,,,,,,,,14.9096,2/06/2021,,14.9072,7/06/2021,Sampled due to tissue necrosis on tips,,,,,NA,,,,,
197,19.9671,NA,29°C/3,17,Kelso,Acropora hyacinthus,10,,29,17.3974,6/05/2021,,,,,17.7972,19/05/2021,,,,,,,,,,,18.2547,2/06/2021,,,,,,18.4195,15/06/2021,,18.8258,29/06/2021,,,,
8,20.0337,NA,29°C/3,18,Kelso,Pocillopora verrucosa,11,,29,21.5031,6/05/2021,,,,,22.2361,19/05/2021,,,,,,,,,,,23.1812,2/06/2021,,,,,,23.931,15/06/2021,,24.4595,29/06/2021,,,,
495,18.8123,,30°C/1,0,,,,,30,10.4188,6/05/2021,,,,,10.4614,19/05/2021,,,,,,,,,,,10.516,2/06/2021,,,,,,10.5192,15/06/2021,,10.5174,29/06/2021,,,,
144,19.874,NA,30°C/1,1,Kelso,Pocillopora verrucosa,8,,30,27.3888,6/05/2021,,,,,27.8612,19/05/2021,,,,,,,,,,,28.389,2/06/2021,,,,,,28.8368,15/06/2021,,29.3642,29/06/2021,,,,
170,19.6489,NA,30°C/1,2,Kelso,Stylophora pistillata,7,,30,22.9761,6/05/2021,,,,,23.2402,19/05/2021,,,,,,,,,,,23.3469,2/06/2021,,,,,,23.341,15/06/2021,,23.3358,29/06/2021,,,,
240,18.6065,NA,30°C/1,3,Kelso,Stylophora pistillata,5,,30,26.4546,6/05/2021,,,,,26.6863,19/05/2021,,,,,,,,,,,26.9608,2/06/2021,,,,,,27.0427,15/06/2021,,27.0794,29/06/2021,,,,
336,20.3044,NA,30°C/1,4,Kelso,Acropora tenuis,4,,30,15.1895,6/05/2021,,,,,15.5003,19/05/2021,,,,,,,,,,,15.6698,2/06/2021,,,,,,15.6929,15/06/2021,,15.7002,21/06/2021,Sampled due to bleaching and algal growth,,,
177,20.2314,NA,30°C/1,5,Kelso,Acropora hyacinthus,2,,30,17.9762,6/05/2021,,,,,18.3134,19/05/2021,,,,,,,,,,,18.5337,2/06/2021,,,,,,18.5873,15/06/2021,,18.5931,24/06/2021,Sampled due to bleaching and algal growth,,,
461,18.0801,NA,30°C/1,6,No Name Reef,Acropora hyacinthus,4,,30,15.505,6/05/2021,,,,,15.911,19/05/2021,,,,,,,,,,,16.1124,2/06/2021,,,,,,16.1296,15/06/2021,,16.144,21/06/2021,Sampled due to bleaching and algal growth,,,
422,19.1441,NA,30°C/1,7,No Name Reef,Pocillopora verrucosa,6,,30,19.2328,6/05/2021,,,,,19.989,19/05/2021,,,,,,,,,,,20.9915,2/06/2021,,,,,,22.1482,15/06/2021,,23.5763,29/06/2021,,,,
540,19.9296,NA,30°C/1,8,No Name Reef,Pocillopora verrucosa,3,,30,23.5089,6/05/2021,,,,,23.8511,19/05/2021,,,,,,,,,,,24.4264,2/06/2021,,,,,,25.137,15/06/2021,,25.8605,29/06/2021,,,,
190,18.9469,NA,30°C/1,9,Kelso,Stylophora pistillata,3,,30,18.1744,6/05/2021,,,,,18.6203,19/05/2021,,,,,,,,,,,18.8831,2/06/2021,,,,,,18.9185,15/06/2021,,18.9232,22/06/2021,Sampled due to bleaching and algal growth,,,
304,19.4151,NA,30°C/1,10,Kelso,Acropora tenuis,11,,30,16.3215,6/05/2021,,,,,16.5701,19/05/2021,,,,,,,,,,,16.7848,2/06/2021,,,,,,16.8931,15/06/2021,,16.9108,29/06/2021,,,,
155,19.0231,NA,30°C/1,11,Kelso,Pocillopora verrucosa,4,,30,24.1403,6/05/2021,,,,,24.6853,19/05/2021,,,,,,,,,,,25.4447,2/06/2021,,,,,,26.1353,15/06/2021,,26.65,29/06/2021,,,,
215,17.621,NA,30°C/1,12,Kelso,Pocillopora verrucosa,12,,30,30.6349,6/05/2021,,,,,31.0457,19/05/2021,,,,,,,,,,,31.5702,2/06/2021,,,,,,32.2337,15/06/2021,,33.0105,29/06/2021,,,,
356,19.1733,NA,30°C/1,13,Kelso,Acropora hyacinthus,5,,30,19.3935,6/05/2021,,,,,19.9512,19/05/2021,,,,,,,,,,,20.5297,2/06/2021,,,,,,20.8353,15/06/2021,,20.8631,29/06/2021,,,,
511,18.8138,NA,30°C/1,14,No Name Reef,Acropora hyacinthus,9,,30,13.3221,6/05/2021,,,,,13.6998,19/05/2021,,,,,,,,,,,13.8672,2/06/2021,,,,,,13.908,15/06/2021,,13.8808,29/06/2021,Overgrown with algae,,,
454,19.0408,NA,30°C/1,15,No Name Reef,Acropora hyacinthus,8,,30,18.296,6/05/2021,,,,,18.9448,19/05/2021,,,,,,,,,,,19.5143,2/06/2021,,,,,,19.8926,15/06/2021,,19.9553,29/06/2021,,,,
38,20.4113,NA,30°C/1,16,Kelso,Acropora tenuis,5,,30,17.1397,6/05/2021,,,,,17.4461,19/05/2021,,,,,,,,,,,17.5991,2/06/2021,,,,,,17.6434,15/06/2021,,17.6602,29/06/2021,,,,
510,19.2068,NA,30°C/1,17,No Name Reef,Pocillopora verrucosa,12,,30,22.6638,6/05/2021,,,,,23.0265,19/05/2021,,,,,,,,,,,23.3041,2/06/2021,,,,,,23.4755,15/06/2021,,23.572,29/06/2021,,,,
280,19.3276,NA,30°C/1,18,Kelso,Acropora hyacinthus,1,,30,17.3684,6/05/2021,,,,,17.7695,19/05/2021,,,,,,,,,,,17.7401,2/06/2021,,,,,,17.7251,15/06/2021,,17.7226,17/06/2021,Sampled due to bleaching and algal growth,,,
496,18.7184,,30°C/2,0,,,,,30,10.4856,6/05/2021,,,,,10.5317,19/05/2021,,,,,,,,,,,10.5622,2/06/2021,,,,,,10.5667,16/06/2021,,10.5792,29/06/2021,,,,
19,20.6452,NA,30°C/2,1,Kelso,Acropora hyacinthus,14,,30,18.1098,6/05/2021,,,,,18.4291,19/05/2021,,,,,,,,,,,18.7177,2/06/2021,,,,,,18.7701,16/06/2021,,18.7651,29/06/2021,,,,
347,19.0935,NA,30°C/2,2,Kelso,Acropora tenuis,1,,30,21.728,6/05/2021,,,,,21.9518,19/05/2021,,,,,,,,,,,22.0956,2/06/2021,,,,,,22.0968,16/06/2021,,22.0532,21/06/2021,Sampled due to bleaching and algal growth,,,
225,18.7528,NA,30°C/2,3,Kelso,Pocillopora verrucosa,9,,30,18.4171,6/05/2021,,,,,18.7114,19/05/2021,,,,,,,,,,,19.047,2/06/2021,,,,,,19.4007,16/06/2021,,19.773,29/06/2021,,,,
386,18.4691,NA,30°C/2,4,No Name Reef,Pocillopora verrucosa,1,,30,33.5085,6/05/2021,,,,,34.3009,19/05/2021,,,,,,,,,,,35.1493,2/06/2021,,,,,,36.0665,16/06/2021,,37.2475,29/06/2021,,,,
263,19.8767,NA,30°C/2,5,Kelso,Acropora hyacinthus,15,,30,18.1015,6/05/2021,,,,,18.3409,19/05/2021,,,,,,,,,,,18.4736,2/06/2021,,,,,,18.4799,16/06/2021,,18.4732,29/06/2021,Overgrown with algae,,,
367,19.4551,NA,30°C/2,6,Kelso,Stylophora pistillata,4,,30,17.095,6/05/2021,,,,,17.6687,19/05/2021,,,,,,,,,,,17.9228,2/06/2021,,,,,,17.9467,16/06/2021,,17.938,29/06/2021,,,,
118,19.8932,NA,30°C/2,7,Kelso,Stylophora pistillata,2,,30,23.7984,6/05/2021,,,,,24.1723,19/05/2021,,,,,,,,,,,24.545,2/06/2021,,,,,,24.6431,16/06/2021,,24.6831,29/06/2021,,,,
418,19.5922,NA,30°C/2,8,No Name Reef,Acropora hyacinthus,12,,30,16.4518,6/05/2021,,,,,17.0161,19/05/2021,,,,,,,,,,,17.502,2/06/2021,,,,,,17.6831,16/06/2021,,17.7131,29/06/2021,,,,
